qseqid,sseqid,pident,ppos,length,evalue,bitscore
sp|A0A089QKZ7|Y155A_MYCTU,sp|A0A089QKZ7.1|,100.0,100.0,62,8.9e-37,119.0
sp|P9WIS3|BKDA_MYCTU,sp|P9WIS2.1|,100.0,100.0,367,0.0,754.0
sp|P9WIS3|BKDA_MYCTU,sp|P35485.1|,42.424,59.7,330,1.58e-87,270.0
sp|P9WIS3|BKDA_MYCTU,sp|P60089.1|,40.346,59.08,347,3.5299999999999997e-81,255.0
sp|P9WIS5|KGD_MYCTU,sp|A5U1U6.2|,100.0,100.0,1231,0.0,2535.0
sp|P9WIS5|KGD_MYCTU,sp|A1KI36.2|,99.838,99.92,1231,0.0,2531.0
sp|P9WIS5|KGD_MYCTU,sp|Q73WX4.1|,89.094,93.42,1247,0.0,2279.0
sp|P9WIS5|KGD_MYCTU,sp|A0PVU7.1|,88.691,92.81,1238,0.0,2249.0
sp|P9WIS5|KGD_MYCTU,sp|Q9CC97.2|,87.48,91.87,1254,0.0,2235.0
sp|P9WIS5|KGD_MYCTU,sp|A0R2B1.1|,84.728,90.98,1231,0.0,2151.0
sp|P9WIS5|KGD_MYCTU,sp|A3Q3N5.1|,80.806,88.78,1266,0.0,2134.0
sp|P9WIS5|KGD_MYCTU,sp|A1UK81.1|,80.645,88.51,1271,0.0,2131.0
sp|P9WIS7|ODP2_MYCTU,sp|P65634.1|,100.0,100.0,553,0.0,1087.0
sp|P9WIS7|ODP2_MYCTU,sp|Q8NNJ2.1|,55.752,69.38,565,0.0,559.0
sp|P9WIS7|ODP2_MYCTU,sp|Q1RHI5.1|,37.736,55.42,424,5.62e-83,267.0
sp|P9WIS7|ODP2_MYCTU,sp|Q6FYD4.1|,39.905,57.24,421,9.34e-83,266.0
sp|P9WIS7|ODP2_MYCTU,sp|Q68XI8.1|,36.905,53.81,420,1.25e-80,261.0
sp|P9WIS7|ODP2_MYCTU,sp|Q9ZDY4.1|,36.429,54.05,420,1.57e-80,260.0
sp|P9WIS7|ODP2_MYCTU,sp|Q8GCY1.1|,38.863,54.74,422,8e-80,259.0
sp|P9WIS7|ODP2_MYCTU,sp|P35489.1|,36.131,50.91,548,1.36e-79,262.0
sp|P9WIS7|ODP2_MYCTU,sp|Q92J43.1|,36.429,53.57,420,2.08e-79,257.0
sp|P9WIS9|ODP1_MYCTU,sp|P9WIS8.2|,100.0,100.0,930,0.0,1919.0
sp|P9WIT1|Y2280_MYCTU,sp|P9WIT0.1|,100.0,100.0,459,0.0,926.0
sp|P9WIT1|Y2280_MYCTU,sp|D4MUV9.1|,38.136,54.87,472,1.01e-94,296.0
sp|P9WIT3|GULDH_MYCTU,sp|P9WIT2.1|,100.0,100.0,428,0.0,882.0
sp|P9WIT5|YIDC_MYCTU,sp|P65627.1|,100.0,100.0,366,0.0,752.0
sp|P9WIT5|YIDC_MYCTU,sp|Q9L7M1.1|,82.787,88.8,366,0.0,624.0
sp|P9WIT5|YIDC_MYCTU,sp|Q50205.2|,77.368,85.79,380,0.0,606.0
sp|P9WIT5|YIDC_MYCTU,sp|O54569.1|,33.333,51.45,276,1.26e-48,172.0
sp|P9WIT5|YIDC_MYCTU,sp|P59811.1|,33.455,52.73,275,9.590000000000001e-47,167.0
sp|P9WIT5|YIDC_MYCTU,sp|Q8FLS3.1|,34.783,53.18,299,5.43e-38,143.0
sp|P9WIT5|YIDC_MYCTU,sp|Q8NLK2.2|,32.042,51.76,284,2.64e-35,136.0
sp|P9WIT5|YIDC_MYCTU,sp|Q83MN6.2|,29.814,47.2,322,1.4299999999999999e-30,121.0
sp|P9WIT5|YIDC_MYCTU,sp|Q83N53.1|,29.907,47.35,321,2.09e-30,120.0
sp|P9WIT5|YIDC_MYCTU,sp|Q8G6J6.1|,27.703,47.97,296,9.41e-29,117.0
sp|P9WIT5|YIDC_MYCTU,sp|Q8EKU1.1|,27.899,46.74,276,1.38e-21,95.5
sp|P9WIT5|YIDC_MYCTU,sp|Q8LBP4.2|,30.4,49.6,250,4.3700000000000005e-21,97.4
sp|P9WIT5|YIDC_MYCTU,sp|Q926Q5.1|,25.243,47.25,309,4.4900000000000005e-21,95.1
sp|P9WIT5|YIDC_MYCTU,sp|Q8LKI3.1|,27.798,45.49,277,1.86e-20,95.1
sp|P9WIT5|YIDC_MYCTU,sp|Q71VQ8.1|,26.299,47.73,308,3.71e-20,92.4
sp|P9WIT5|YIDC_MYCTU,sp|B5RLZ9.1|,26.894,45.08,264,7.06e-20,94.4
sp|P9WIT5|YIDC_MYCTU,sp|Q602M6.1|,27.24,43.37,279,1.64e-19,93.2
sp|P9WIT7|PYRB_MYCTU,sp|A1KIG9.1|,100.0,100.0,319,0.0,636.0
sp|P9WIT7|PYRB_MYCTU,sp|A0QI37.1|,91.054,94.89,313,0.0,569.0
sp|P9WIT7|PYRB_MYCTU,sp|B2HNE6.1|,89.375,93.12,320,0.0,569.0
sp|P9WIT7|PYRB_MYCTU,sp|B8ZUL1.1|,89.408,92.21,321,0.0,566.0
sp|P9WIT7|PYRB_MYCTU,sp|A0PPI8.1|,88.438,92.5,320,0.0,564.0
sp|P9WIT7|PYRB_MYCTU,sp|A4TBY0.1|,84.79,92.23,309,0.0,534.0
sp|P9WIT7|PYRB_MYCTU,sp|A1UFK0.1|,87.662,94.48,308,0.0,532.0
sp|P9WIT7|PYRB_MYCTU,sp|A3PZ61.1|,87.662,94.48,308,0.0,531.0
sp|P9WIT7|PYRB_MYCTU,sp|A1T8G7.1|,84.091,91.88,308,0.0,529.0
sp|P9WIT7|PYRB_MYCTU,sp|A0QWS1.1|,83.923,91.32,311,0.0,529.0
sp|P9WIT7|PYRB_MYCTU,sp|B1MCD9.1|,82.581,90.32,310,0.0,526.0
sp|P9WIT7|PYRB_MYCTU,sp|C1B4I7.1|,78.065,90.32,310,7.07e-175,489.0
sp|P9WIT7|PYRB_MYCTU,sp|C0ZZC3.1|,78.71,89.68,310,1.2199999999999999e-174,488.0
sp|P9WIT7|PYRB_MYCTU,sp|Q0S0M4.1|,77.742,90.65,310,1.68e-174,488.0
sp|P9WIT7|PYRB_MYCTU,sp|Q5YTM0.1|,77.215,86.39,316,6.649999999999999e-170,477.0
sp|P9WIT7|PYRB_MYCTU,sp|C4LIU1.1|,69.608,82.68,306,4.31e-158,447.0
sp|P9WIT7|PYRB_MYCTU,sp|Q8FT39.2|,69.381,83.06,307,6.9e-157,444.0
sp|P9WIT7|PYRB_MYCTU,sp|A4FBG1.1|,70.968,80.97,310,7.04e-155,438.0
sp|P9WIT7|PYRB_MYCTU,sp|Q8NQ38.1|,67.427,82.08,307,1.22e-154,438.0
sp|P9WIT7|PYRB_MYCTU,sp|A4QEI7.1|,67.427,82.08,307,2.58e-154,437.0
sp|P9WIT7|PYRB_MYCTU,sp|Q6NH13.1|,67.742,80.32,310,2.35e-152,432.0
sp|P9WIT7|PYRB_MYCTU,sp|B1VDM8.1|,66.667,82.05,312,1.2e-151,430.0
sp|P9WIT7|PYRB_MYCTU,sp|C3PG15.1|,65.109,77.57,321,1.4e-150,428.0
sp|P9WIT7|PYRB_MYCTU,sp|Q4JVG8.1|,64.217,80.51,313,1.59e-145,415.0
sp|P9WIT7|PYRB_MYCTU,sp|A0LUG3.1|,67.419,77.42,310,3.1199999999999997e-141,404.0
sp|P9WIT9|OTC_MYCTU,sp|A1KJ73.1|,100.0,100.0,307,0.0,619.0
sp|P9WIT9|OTC_MYCTU,sp|A0PP77.1|,86.275,93.79,306,0.0,523.0
sp|P9WIT9|OTC_MYCTU,sp|Q9CC11.2|,85.294,91.83,306,0.0,521.0
sp|P9WIT9|OTC_MYCTU,sp|A0QYS8.1|,80.719,89.54,306,0.0,512.0
sp|P9WIT9|OTC_MYCTU,sp|Q740I5.1|,81.25,89.8,304,0.0,510.0
sp|P9WIT9|OTC_MYCTU,sp|A0QHB0.1|,81.25,89.14,304,0.0,509.0
sp|P9WIT9|OTC_MYCTU,sp|A4T9W6.1|,80.782,88.27,307,1.14e-178,498.0
sp|P9WIT9|OTC_MYCTU,sp|Q0SI56.1|,76.974,88.49,304,5.94e-169,474.0
sp|P9WIT9|OTC_MYCTU,sp|C1ASZ8.1|,77.303,88.49,304,1.5399999999999998e-168,473.0
sp|P9WIT9|OTC_MYCTU,sp|Q8FTN1.1|,62.701,77.49,311,9.22e-143,407.0
sp|P9WIT9|OTC_MYCTU,sp|Q59283.2|,61.812,76.38,309,4.0499999999999996e-140,401.0
sp|P9WIT9|OTC_MYCTU,sp|Q6NHG6.1|,59.807,75.56,311,2.78e-134,386.0
sp|P9WIT9|OTC_MYCTU,sp|Q6AGC9.1|,60.912,74.92,307,8.53e-132,379.0
sp|P9WIT9|OTC_MYCTU,sp|B0RHD4.1|,61.238,73.94,307,5.349999999999999e-126,365.0
sp|P9WIT9|OTC_MYCTU,sp|A5CSJ2.1|,59.935,72.96,307,1.76e-125,363.0
sp|P9WIT9|OTC_MYCTU,sp|B7GTP2.1|,56.066,72.13,305,1.7900000000000002e-123,358.0
sp|P9WIT9|OTC_MYCTU,sp|A9WQ88.1|,60.129,74.28,311,2.6100000000000003e-123,358.0
sp|P9WIT9|OTC_MYCTU,sp|P59778.1|,56.066,72.13,305,3.64e-123,358.0
sp|P9WIT9|OTC_MYCTU,sp|A0LUC1.1|,60.984,74.43,305,3.81e-121,352.0
sp|P9WIT9|OTC_MYCTU,sp|A8LE44.1|,58.71,73.55,310,5.09e-112,329.0
sp|P9WIT9|OTC_MYCTU,sp|Q3A9W4.1|,50.492,67.21,305,6.84e-101,301.0
sp|P9WIT9|OTC_MYCTU,sp|A1ATU5.1|,50.327,66.67,306,2.2100000000000002e-99,297.0
sp|P9WIT9|OTC_MYCTU,sp|Q5N1N8.1|,52.318,66.23,302,6.8600000000000004e-99,296.0
sp|P9WIT9|OTC_MYCTU,sp|Q74GU2.1|,48.052,68.51,308,9.94e-99,295.0
sp|P9WIT9|OTC_MYCTU,sp|Q9YAE7.2|,48.197,66.89,305,1.3799999999999999e-98,295.0
sp|P9WIU1|ORN_MYCTU,sp|A1KLK6.1|,100.0,100.0,215,8.38e-159,440.0
sp|P9WIU1|ORN_MYCTU,sp|A0PU74.1|,85.116,92.09,215,6.77e-134,377.0
sp|P9WIU1|ORN_MYCTU,sp|A0QDA8.1|,84.186,89.3,215,3.7100000000000004e-130,367.0
sp|P9WIU1|ORN_MYCTU,sp|O07708.1|,83.721,88.84,215,3.96e-130,367.0
sp|P9WIU1|ORN_MYCTU,sp|P61651.1|,83.721,89.3,215,9.31e-130,367.0
sp|P9WIU1|ORN_MYCTU,sp|A1UJ99.1|,77.674,84.19,215,1.03e-117,336.0
sp|P9WIU3|PYRF_MYCTU,sp|A1KIH4.1|,100.0,100.0,274,0.0,526.0
sp|P9WIU3|PYRF_MYCTU,sp|B2HP45.1|,79.496,85.25,278,6.36e-144,407.0
sp|P9WIU3|PYRF_MYCTU,sp|A0PPJ3.1|,79.137,84.89,278,5.9400000000000005e-143,405.0
sp|P9WIU3|PYRF_MYCTU,sp|Q741H0.1|,81.752,85.4,274,1.41e-137,391.0
sp|P9WIU5|ARFA_MYCTU,sp|A1KH31.1|,100.0,100.0,326,0.0,650.0
sp|P9WIU5|ARFA_MYCTU,sp|P37665.2|,48.077,61.54,104,4.01e-20,90.1
sp|P9WIU7|DCDA_MYCTU,sp|P0A5M5.1|,100.0,100.0,447,0.0,900.0
sp|P9WIU7|DCDA_MYCTU,sp|Q50140.2|,86.771,92.15,446,0.0,786.0
sp|P9WIU7|DCDA_MYCTU,sp|Q9X5M1.1|,80.942,89.01,446,0.0,734.0
sp|P9WIU9|NUSG_MYCTU,sp|P65590.1|,100.0,100.0,238,1.3100000000000001e-173,479.0
sp|P9WIU9|NUSG_MYCTU,sp|Q9CBK0.1|,93.365,95.73,211,1.7799999999999998e-138,390.0
sp|P9WIV1|NUSB_MYCTU,sp|A5U5N2.1|,100.0,100.0,156,6.53e-107,304.0
sp|P9WIV1|NUSB_MYCTU,sp|A1KLN0.1|,99.359,99.36,156,5.8e-106,301.0
sp|P9WIV1|NUSB_MYCTU,sp|A0QI54.1|,82.667,91.33,150,1.7500000000000002e-85,250.0
sp|P9WIV1|NUSB_MYCTU,sp|A1UFJ6.1|,77.564,87.82,156,9.44e-84,246.0
sp|P9WIV1|NUSB_MYCTU,sp|A0QWR5.1|,79.87,90.26,154,1.96e-83,245.0
sp|P9WIV1|NUSB_MYCTU,sp|A1T8G0.1|,79.487,88.46,156,1.3299999999999998e-82,243.0
sp|P9WIV1|NUSB_MYCTU,sp|A4TBX3.1|,79.221,88.31,154,4.66e-78,231.0
sp|P9WIV1|NUSB_MYCTU,sp|B8ZUK7.1|,74.648,88.03,142,1.01e-73,221.0
sp|P9WIV1|NUSB_MYCTU,sp|Q0S0M6.1|,57.432,74.32,148,5.1899999999999997e-54,171.0
sp|P9WIV1|NUSB_MYCTU,sp|C0ZZC1.1|,57.143,73.47,147,2.3599999999999996e-52,166.0
sp|P9WIV1|NUSB_MYCTU,sp|Q5YTL2.1|,59.722,72.92,144,3.0799999999999996e-52,166.0
sp|P9WIV1|NUSB_MYCTU,sp|C1B4I5.1|,57.447,75.18,141,4.19e-52,166.0
sp|P9WIV1|NUSB_MYCTU,sp|Q47QY5.1|,50.365,68.61,137,1.45e-39,133.0
sp|P9WIV1|NUSB_MYCTU,sp|A0JX79.1|,48.551,67.39,138,6.85e-39,131.0
sp|P9WIV1|NUSB_MYCTU,sp|A1SJD8.1|,50.0,69.12,136,8.36e-39,131.0
sp|P9WIV1|NUSB_MYCTU,sp|A1R700.1|,45.652,65.94,138,2.61e-37,127.0
sp|P9WIV1|NUSB_MYCTU,sp|A4FBF8.1|,45.946,66.22,148,2.66e-37,127.0
sp|P9WIV1|NUSB_MYCTU,sp|C5C681.1|,51.429,65.71,140,1.7700000000000002e-35,123.0
sp|P9WIV1|NUSB_MYCTU,sp|B8H8V2.1|,46.377,64.49,138,2.8600000000000003e-35,122.0
sp|P9WIV1|NUSB_MYCTU,sp|Q827R4.1|,45.205,61.64,146,3.7400000000000003e-35,122.0
sp|P9WIV1|NUSB_MYCTU,sp|B1W456.1|,44.526,62.04,137,2.8099999999999998e-34,120.0
sp|P9WIV3|NUSA_MYCTU,sp|P0A5M3.1|,100.0,100.0,347,0.0,698.0
sp|P9WIV5|NUOE_MYCTU,sp|P65574.1|,100.0,100.0,252,0.0,513.0
sp|P9WIV7|NUOF_MYCTU,sp|P65568.1|,100.0,100.0,445,0.0,910.0
sp|P9WIV7|NUOF_MYCTU,sp|Q9XAQ9.1|,76.267,85.02,434,0.0,689.0
sp|P9WIV9|NUOG_MYCTU,sp|P9WIV9.1|,100.0,100.0,806,0.0,1621.0
sp|P9WIV9|NUOG_MYCTU,sp|P59962.1|,99.752,99.88,806,0.0,1618.0
sp|P9WIV9|NUOG_MYCTU,sp|Q9XAR0.1|,62.608,73.43,813,0.0,970.0
sp|P9WIV9|NUOG_MYCTU,sp|P56914.2|,30.26,46.22,846,2.33e-96,322.0
sp|P9WIV9|NUOG_MYCTU,sp|P77908.3|,29.667,45.3,691,9.07e-88,300.0
sp|P9WIV9|NUOG_MYCTU,sp|Q43644.1|,31.61,46.97,677,4.49e-76,265.0
sp|P9WIV9|NUOG_MYCTU,sp|Q56223.2|,32.714,45.43,700,7.64e-76,265.0
sp|P9WIV9|NUOG_MYCTU,sp|D7AF63.1|,28.468,41.74,829,1.75e-75,265.0
sp|P9WIW1|NUOL_MYCTU,sp|P9WIW0.1|,100.0,100.0,633,0.0,1248.0
sp|P9WIW1|NUOL_MYCTU,sp|Q9XAR5.1|,61.164,71.86,636,0.0,720.0
sp|P9WIW1|NUOL_MYCTU,sp|Q9K1B0.1|,37.89,56.02,673,1.93e-127,394.0
sp|P9WIW1|NUOL_MYCTU,sp|Q9JX92.1|,37.741,56.17,673,1.0999999999999999e-126,392.0
sp|P9WIW1|NUOL_MYCTU,sp|P50939.2|,49.21,65.24,443,1.7600000000000002e-124,387.0
sp|P9WIW1|NUOL_MYCTU,sp|Q85T01.1|,38.095,56.35,630,4.2900000000000003e-123,382.0
sp|P9WIW1|NUOL_MYCTU,sp|Q01561.2|,35.433,56.85,635,1.63e-122,380.0
sp|P9WIW1|NUOL_MYCTU,sp|Q6QU67.1|,42.161,62.92,472,1.66e-122,380.0
sp|P9WIW1|NUOL_MYCTU,sp|P50367.1|,36.735,56.04,637,4.1e-121,376.0
sp|P9WIW1|NUOL_MYCTU,sp|Q8HHD2.1|,41.314,63.14,472,2.6699999999999998e-120,374.0
sp|P9WIW1|NUOL_MYCTU,sp|Q6V9D9.1|,41.525,63.14,472,3.15e-120,374.0
sp|P9WIW1|NUOL_MYCTU,sp|P26849.2|,37.105,56.74,601,3.34e-120,375.0
sp|P9WIW1|NUOL_MYCTU,sp|P11628.2|,35.95,56.51,637,7.89e-119,370.0
sp|P9WIW1|NUOL_MYCTU,sp|Q37680.1|,35.846,55.38,650,4.25e-118,369.0
sp|P9WIW1|NUOL_MYCTU,sp|P20679.1|,41.737,62.5,472,4.66e-118,369.0
sp|P9WIW1|NUOL_MYCTU,sp|Q4UK27.1|,38.396,55.12,586,5.69e-118,368.0
sp|P9WIW1|NUOL_MYCTU,sp|Q8SHP7.1|,41.102,62.5,472,6.6400000000000004e-118,369.0
sp|P9WIW1|NUOL_MYCTU,sp|Q1RKE6.1|,36.858,53.19,643,3.7e-117,366.0
sp|P9WIW1|NUOL_MYCTU,sp|Q92G97.2|,36.776,52.9,639,4.39e-117,366.0
sp|P9WIW1|NUOL_MYCTU,sp|P29388.4|,36.503,55.37,652,5.48e-117,366.0
sp|P9WIW1|NUOL_MYCTU,sp|P29924.1|,45.763,63.14,472,1.57e-116,366.0
sp|P9WIW1|NUOL_MYCTU,sp|P05510.2|,33.483,54.35,666,2.22e-116,366.0
sp|P9WIW1|NUOL_MYCTU,sp|Q34313.2|,41.701,60.58,482,2.25e-116,365.0
sp|P9WIW1|NUOL_MYCTU,sp|P31971.2|,39.291,53.32,677,5.33e-116,363.0
sp|P9WIW1|NUOL_MYCTU,sp|Q2LCP6.1|,41.529,60.33,484,8.02e-116,363.0
sp|P9WIW3|Y051_MYCTU,sp|P9WIW2.1|,100.0,100.0,640,0.0,1223.0
sp|P9WIW3|Y051_MYCTU,sp|P23482.2|,30.975,51.26,636,2.01e-75,257.0
sp|P9WIW3|Y051_MYCTU,sp|P16429.2|,29.868,48.39,529,4.94e-43,167.0
sp|P9WIW3|Y051_MYCTU,sp|P77437.1|,33.799,50.84,358,4.26e-40,157.0
sp|P9WIW3|Y051_MYCTU,sp|Q52978.2|,31.963,45.89,438,3.0100000000000004e-32,137.0
sp|P9WIW3|Y051_MYCTU,sp|P9WIW0.1|,31.787,48.49,431,6.89e-32,134.0
sp|P9WIW3|Y051_MYCTU,sp|Q9K2S2.2|,29.159,46.18,511,1.1e-31,134.0
sp|P9WIW3|Y051_MYCTU,sp|Q49VG9.1|,27.209,47.44,430,1.47e-30,131.0
sp|P9WIW3|Y051_MYCTU,sp|Q5HQL0.1|,32.105,50.79,380,1.69e-30,131.0
sp|P9WIW3|Y051_MYCTU,sp|Q6GJ47.1|,28.906,49.22,384,1.8599999999999997e-30,130.0
sp|P9WIW3|Y051_MYCTU,sp|Q9K1B0.1|,29.444,47.78,360,3.58e-30,129.0
sp|P9WIW3|Y051_MYCTU,sp|Q9JX92.1|,29.444,47.78,360,4.5199999999999995e-30,129.0
sp|P9WIW3|Y051_MYCTU,sp|Q4L4W7.1|,29.386,47.15,456,8.71e-30,129.0
sp|P9WIW3|Y051_MYCTU,sp|Q8DHX4.1|,30.671,49.2,313,3.07e-29,125.0
sp|P9WIW3|Y051_MYCTU,sp|Q49W91.1|,27.542,45.29,541,3.39e-29,127.0
sp|P9WIW3|Y051_MYCTU,sp|Q4L443.1|,24.646,45.45,495,3.9400000000000003e-29,127.0
sp|P9WIW3|Y051_MYCTU,sp|A5IQH5.1|,28.084,47.77,381,4.1200000000000003e-29,126.0
sp|P9WIW3|Y051_MYCTU,sp|Q9RGZ5.2|,29.888,44.27,445,5.430000000000001e-29,126.0
sp|P9WIW3|Y051_MYCTU,sp|Q6GBK7.1|,28.084,47.77,381,5.89e-29,126.0
sp|P9WIW3|Y051_MYCTU,sp|A6QET3.1|,28.084,47.77,381,6.32e-29,126.0
sp|P9WIW3|Y051_MYCTU,sp|Q2YST2.1|,27.822,47.77,381,8.18e-29,125.0
sp|P9WIW3|Y051_MYCTU,sp|P18932.4|,28.916,51.81,332,7.17e-28,122.0
sp|P9WIW3|Y051_MYCTU,sp|F1SVK0.1|,29.176,45.43,449,1.0800000000000001e-27,122.0
sp|P9WIW3|Y051_MYCTU,sp|P51899.2|,27.893,51.04,337,1.5400000000000002e-27,118.0
sp|P9WIW3|Y051_MYCTU,sp|Q9RGZ2.2|,27.941,47.35,340,1.5800000000000002e-27,120.0
sp|P9WIW5|NUOM_MYCTU,sp|P9WIW4.1|,100.0,100.0,553,0.0,1092.0
sp|P9WIW5|NUOM_MYCTU,sp|P29925.1|,36.248,53.73,549,2.24e-103,323.0
sp|P9WIW5|NUOM_MYCTU,sp|P50974.1|,38.4,56.0,500,4.920000000000001e-103,322.0
sp|P9WIW5|NUOM_MYCTU,sp|P93313.3|,34.884,56.01,516,7.7e-103,321.0
sp|P9WIW5|NUOM_MYCTU,sp|P27572.2|,34.496,55.81,516,1.8499999999999998e-98,310.0
sp|P9WIW5|NUOM_MYCTU,sp|Q9ZCG0.1|,34.915,55.98,527,2.94e-97,307.0
sp|P9WIW5|NUOM_MYCTU,sp|Q68VV6.1|,33.962,55.47,530,2.7199999999999997e-95,302.0
sp|P9WIW5|NUOM_MYCTU,sp|P26848.2|,33.071,54.72,508,2.13e-93,297.0
sp|P9WIW5|NUOM_MYCTU,sp|Q1RKE5.1|,33.71,54.24,531,9.029999999999999e-93,295.0
sp|P9WIW5|NUOM_MYCTU,sp|Q92G96.1|,34.026,54.44,529,1.24e-91,292.0
sp|P9WIW5|NUOM_MYCTU,sp|Q4UK26.1|,33.648,53.5,529,6.44e-89,285.0
sp|P9WIW5|NUOM_MYCTU,sp|Q37617.1|,33.08,53.8,526,8.54e-86,278.0
sp|P9WIW5|NUOM_MYCTU,sp|Q04050.1|,33.333,52.33,516,5.4599999999999995e-84,272.0
sp|P9WIW5|NUOM_MYCTU,sp|Q0H8X6.1|,32.046,53.47,518,4.2599999999999997e-82,267.0
sp|P9WIW5|NUOM_MYCTU,sp|P48915.1|,32.563,53.95,519,8.930000000000001e-79,259.0
sp|P9WIW5|NUOM_MYCTU,sp|F1SVH9.1|,33.012,54.63,518,2.05e-78,258.0
sp|P9WIW5|NUOM_MYCTU,sp|Q8DHX4.1|,31.979,51.59,566,3.82e-73,245.0
sp|P9WIW5|NUOM_MYCTU,sp|Q3M9C7.1|,30.754,52.61,517,6.79e-72,242.0
sp|P9WIW5|NUOM_MYCTU,sp|Q8YZV7.1|,29.234,50.98,561,4.14e-71,240.0
sp|P9WIW5|NUOM_MYCTU,sp|Q9I0J0.1|,32.588,51.02,537,1.14e-70,238.0
sp|P9WIW5|NUOM_MYCTU,sp|Q3MCB9.1|,29.412,51.52,561,3.3200000000000004e-70,237.0
sp|P9WIW5|NUOM_MYCTU,sp|B1XJL9.1|,28.475,48.31,590,6.239999999999999e-69,234.0
sp|P9WIW5|NUOM_MYCTU,sp|Q3MAR0.1|,29.252,47.79,588,8.779999999999999e-69,234.0
sp|P9WIW5|NUOM_MYCTU,sp|P72823.1|,29.565,47.83,575,2.12e-68,233.0
sp|P9WIW5|NUOM_MYCTU,sp|O47497.1|,29.98,49.5,497,2.32e-68,231.0
sp|P9WIW7|NUOA_MYCTU,sp|P65564.1|,100.0,100.0,128,1.29e-88,255.0
sp|P9WIW7|NUOA_MYCTU,sp|B3E9W9.1|,52.344,68.75,128,5.599999999999999e-42,137.0
sp|P9WIW7|NUOA_MYCTU,sp|B5EFG3.1|,48.438,65.62,128,1.5600000000000002e-37,126.0
sp|P9WIW7|NUOA_MYCTU,sp|Q39QA7.1|,46.094,66.41,128,4.84e-36,122.0
sp|P9WIW7|NUOA_MYCTU,sp|Q74GA8.1|,45.312,66.41,128,1.5100000000000002e-35,121.0
sp|P9WIW7|NUOA_MYCTU,sp|A5G9B9.1|,46.094,64.84,128,2.65e-32,113.0
sp|P9WIW7|NUOA_MYCTU,sp|B2JDM8.1|,37.6,56.8,125,5.58e-27,99.8
sp|P9WIW7|NUOA_MYCTU,sp|A6H1R4.1|,36.8,60.8,125,7.480000000000001e-27,99.4
sp|P9WIW7|NUOA_MYCTU,sp|B5EN71.1|,36.719,58.59,128,1.41e-26,98.6
sp|P9WIW7|NUOA_MYCTU,sp|B2T2E7.1|,36.923,56.92,130,1.93e-26,98.2
sp|P9WIW7|NUOA_MYCTU,sp|A1WLP4.2|,37.5,60.94,128,2.5800000000000002e-26,97.8
sp|P9WIW7|NUOA_MYCTU,sp|A0K923.1|,36.923,56.92,130,2.76e-26,97.8
sp|P9WIW7|NUOA_MYCTU,sp|Q142H3.1|,36.923,56.92,130,2.85e-26,97.8
sp|P9WIW7|NUOA_MYCTU,sp|A1V2L6.1|,36.154,56.92,130,3.39e-26,97.4
sp|P9WIW7|NUOA_MYCTU,sp|B3QUX5.1|,38.76,58.14,129,4e-26,97.4
sp|P9WIW7|NUOA_MYCTU,sp|A7GV51.1|,37.302,57.14,126,8.34e-26,96.7
sp|P9WIW7|NUOA_MYCTU,sp|A4JGD0.1|,36.923,56.15,130,1.15e-25,96.3
sp|P9WIW7|NUOA_MYCTU,sp|Q9ZDH1.1|,33.858,57.48,127,1.31e-25,96.3
sp|P9WIW9|NUON_MYCTU,sp|P0A5M1.1|,100.0,100.0,531,0.0,1038.0
sp|P9WIW9|NUON_MYCTU,sp|P9WIW8.1|,99.812,99.81,531,0.0,1037.0
sp|P9WIW9|NUON_MYCTU,sp|C1AZG0.1|,66.355,77.76,535,0.0,639.0
sp|P9WIW9|NUON_MYCTU,sp|B1MAF7.1|,58.178,73.05,538,0.0,579.0
sp|P9WIW9|NUON_MYCTU,sp|B1W506.1|,56.377,71.35,541,0.0,554.0
sp|P9WIW9|NUON_MYCTU,sp|A0LRJ4.1|,56.822,69.35,535,0.0,533.0
sp|P9WIW9|NUON_MYCTU,sp|A8LC88.1|,53.155,66.92,523,5.53e-174,504.0
sp|P9WIW9|NUON_MYCTU,sp|Q47LF7.1|,52.199,68.45,523,6.780000000000001e-169,492.0
sp|P9WIW9|NUON_MYCTU,sp|A1SE40.1|,52.095,66.12,549,1.99e-168,490.0
sp|P9WIW9|NUON_MYCTU,sp|C5C0R4.1|,54.19,69.65,537,4.1599999999999998e-168,489.0
sp|P9WIW9|NUON_MYCTU,sp|A8M609.1|,52.69,66.6,539,6.14e-161,470.0
sp|P9WIW9|NUON_MYCTU,sp|A4FPS8.1|,50.954,67.18,524,2.57e-140,417.0
sp|P9WIW9|NUON_MYCTU,sp|Q6A6H1.1|,43.808,62.48,541,6.96e-137,409.0
sp|P9WIW9|NUON_MYCTU,sp|B3E9V6.1|,42.569,63.48,397,1.3000000000000001e-105,327.0
sp|P9WIW9|NUON_MYCTU,sp|Q02CT1.1|,39.494,61.52,395,1.07e-93,296.0
sp|P9WIW9|NUON_MYCTU,sp|B8G6L3.1|,36.295,54.82,529,1.09e-93,297.0
sp|P9WIW9|NUON_MYCTU,sp|A9B6Y0.1|,41.344,61.24,387,1.9e-92,293.0
sp|P9WIW9|NUON_MYCTU,sp|C1F9D0.1|,42.328,60.58,378,5.38e-91,291.0
sp|P9WIW9|NUON_MYCTU,sp|Q1IS45.1|,36.226,55.66,530,1.3699999999999998e-89,286.0
